algo,k,n,cost,wall,cpu
nn,15,2.401174521793663,2e-05,1.9e-05
nn2opt,15,2.1623983339426363,8.8e-05,8.9e-05
rrnn,15,1.9612937566573776,0.004161,0.004157
nn,15,2.217794123670832,2e-05,2e-05
nn2opt,15,1.8380470438704415,6.9e-05,6.8e-05
rrnn,15,1.8380470438704417,0.003984,0.003984
nn,15,2.6053969853231296,1.9e-05,1.9e-05
nn2opt,15,1.7660955949415027,9.1e-05,9.1e-05
rrnn,15,1.8641023123806288,0.00442,0.004415
nn,20,3.1332122719924294,2.8e-05,2.8e-05
nn2opt,20,2.325590783087514,0.000155,0.000155
rrnn,20,2.1463311891354477,0.008114,0.008104
nn,20,2.261248357456552,2.7e-05,2.7e-05
nn2opt,20,2.05200619516602,0.000121,0.000121
rrnn,20,1.9451981987074234,0.006245,0.006214
nn,20,2.7412773786847224,3.2e-05,3.2e-05
nn2opt,20,2.0286550378119186,0.000196,0.000196
rrnn,20,1.9713997608535228,0.006475,0.006476
nn,20,2.640953115664574,2.6e-05,2.6e-05
nn2opt,20,2.417906996836313,0.000119,0.000119
rrnn,20,1.7425459595801298,0.007537,0.007536
nn,20,3.2396778355328206,2.7e-05,2.7e-05
nn2opt,20,2.188322480483382,0.000309,0.00031
rrnn,20,1.9407830498332226,0.007156,0.007153
nn,20,2.543013782233943,2.5e-05,2.6e-05
nn2opt,20,2.1031628273858267,0.000154,0.000154
rrnn,20,1.9561141784468956,0.007391,0.007392
nn,20,2.955401999936628,2.6e-05,2.5e-05
nn2opt,20,2.2669349595627777,0.000163,0.000162
rrnn,20,2.109137769133671,0.006351,0.006352
nn,20,2.915573956681142,2.5e-05,2.5e-05
nn2opt,20,2.123683618173312,0.000244,0.000245
rrnn,20,2.0294141169830837,0.007257,0.007255
nn,20,3.1191784355737773,2.4e-05,2.4e-05
nn2opt,20,1.567580271709673,0.000138,0.000138
rrnn,20,1.3389927919815094,0.006865,0.006862
nn,20,3.491782491938567,2.4e-05,2.4e-05
nn2opt,20,2.3728272523807163,0.000225,0.000224
rrnn,20,2.1803995009132597,0.007219,0.007213
nn,25,3.6936420490421633,3.6e-05,3.6e-05
nn2opt,25,2.4273444728381692,0.000312,0.000311
rrnn,25,2.2614992197882993,0.012709,0.012707
nn,25,3.42248075457385,3.2e-05,3.3e-05
nn2opt,25,2.7202838430573593,0.000311,0.00031
rrnn,25,2.261514568381124,0.013105,0.013102
nn,25,2.798332077696033,3.3e-05,3.4e-05
nn2opt,25,2.29275591699808,0.000234,0.000234
rrnn,25,2.0199335266629204,0.0109,0.010894
nn,25,2.999597290856588,3.3e-05,3.3e-05
nn2opt,25,2.2263209116457072,0.000298,0.000299
rrnn,25,1.9201956827025062,0.012087,0.012087
nn,25,2.5499770210338806,3.2e-05,3.2e-05
nn2opt,25,1.894931312371837,0.000232,0.000233
rrnn,25,1.8919019366029544,0.011204,0.011189
nn,25,3.818513187526841,3.4e-05,3.3e-05
nn2opt,25,2.5521536116682455,0.000489,0.000489
rrnn,25,2.246164870535491,0.012373,0.012356
nn,25,2.504316175167986,3.1e-05,3.1e-05
nn2opt,25,2.266442803926411,0.000243,0.000243
rrnn,25,1.9166528420670548,0.012491,0.01243
nn,25,2.5228092386851806,3.1e-05,3e-05
nn2opt,25,2.199934979279264,0.000168,0.000168
rrnn,25,1.8520212331726422,0.00953,0.009513
nn,25,4.021453600386814,3.1e-05,3.1e-05
nn2opt,25,3.587375441370165,0.000231,0.00023
rrnn,25,3.2479608682618806,0.010667,0.010652
nn,25,2.9275819142937642,3.4e-05,3.4e-05
nn2opt,25,2.0792735140701497,0.000461,0.000461
rrnn,25,1.9509542082901272,0.012255,0.012229
nn,30,3.087248703118692,3.7e-05,3.8e-05
nn2opt,30,1.941310623184306,0.000538,0.000538
rrnn,30,1.669808316641153,0.018401,0.018393
nn,30,3.149765017373741,4.2e-05,4.3e-05
nn2opt,30,3.009189690872211,0.000249,0.00025
rrnn,30,2.6568429198188133,0.017269,0.017263
nn,30,3.428132553895935,3.9e-05,3.9e-05
nn2opt,30,2.6731046664080402,0.000464,0.000463
rrnn,30,2.2100946749920194,0.01857,0.01855
nn,30,3.3148228996079223,3.5e-05,3.5e-05
nn2opt,30,1.898151822674834,0.000321,0.000322
rrnn,30,1.6999269139998374,0.01655,0.016547
nn,30,3.7168471551955653,3.8e-05,3.7e-05
nn2opt,30,2.983466705421095,0.000437,0.000437
rrnn,30,2.847118636099611,0.015904,0.015899
nn,30,3.6817593388488103,3.8e-05,3.9e-05
nn2opt,30,2.7971651837080325,0.000458,0.000457
rrnn,30,2.332532977687442,0.016754,0.016743
nn,30,2.2726138292724034,4e-05,4e-05
nn2opt,30,2.0420530844230718,0.000423,0.000422
rrnn,30,1.6316354588926796,0.019212,0.0192
nn,30,4.039561489778138,3.8e-05,3.8e-05
nn2opt,30,2.6033192962556027,0.00043,0.000432
rrnn,30,2.2877474722651776,0.014711,0.014705
nn,30,3.5294042246969863,4.2e-05,4.1e-05
nn2opt,30,2.15701931245188,0.000653,0.000654
rrnn,30,1.9573367309829788,0.016103,0.01601
nn,30,3.941907110164132,4.4e-05,4.3e-05
nn2opt,30,2.819057700139841,0.000334,0.000334
rrnn,30,2.179892327484268,0.017535,0.017368
